0,1,2,3,4,5,6,7,8,9
&,CCONJ,cc,3,24,25,4,149,,
Luxenberg,PROPN,conj,3,26,35,5,149,,
as,SCONJ,prep,2,36,38,6,149,,
a,DET,det,11,39,40,7,149,,
part,NOUN,compound,10,41,45,8,149,,
-,PUNCT,punct,10,45,46,9,149,,
time,NOUN,compound,11,46,50,10,149,,
member,NOUN,pobj,6,51,57,11,149,,
'',PUNCT,punct,11,58,60,12,149,,
of,ADP,prep,11,61,63,13,149,,
counsel,NOUN,pobj,13,64,71,14,149,,
'',PUNCT,punct,11,72,74,15,149,,
last,ADJ,amod,17,75,79,16,149,,
October,PROPN,npadvmod,2,80,87,17,149,,
",",PUNCT,punct,2,88,89,18,149,,
after,ADP,mark,34,90,95,19,149,,
his,DET,poss,22,96,99,20,149,,
previous,ADJ,amod,22,100,108,21,149,,
firm,NOUN,nsubj,34,109,113,22,149,,
",",PUNCT,punct,22,114,115,23,149,,
Schneider,PROPN,appos,22,116,125,24,149,149-1,PER
",",PUNCT,punct,24,126,127,25,149,,
Kleinick,PROPN,conj,24,128,136,26,149,,
",",PUNCT,punct,26,137,138,27,149,,
Weitz,PROPN,conj,26,139,144,28,149,,
",",PUNCT,punct,28,145,146,29,149,,
Damashek,PROPN,conj,28,147,155,30,149,149-2,ORG
&,CCONJ,cc,30,156,157,31,149,149-2,ORG
Shoot,PROPN,conj,30,158,163,32,149,149-2,ORG
",",PUNCT,punct,34,164,165,33,149,,
broke,VERB,advcl,2,166,171,34,149,,
up,ADP,prt,34,172,174,35,149,,
.,PUNCT,punct,2,175,176,36,149,,
He,PRON,nsubj,1,0,2,0,150,,
married,VERB,ROOT,1,3,10,1,150,,
Beatrice,PROPN,compound,3,11,19,2,150,,
Levinson,PROPN,dobj,1,20,28,3,150,,
",",PUNCT,punct,3,29,30,4,150,,
who,PRON,nsubj,6,31,34,5,150,,
survives,VERB,relcl,3,35,43,6,150,,
",",PUNCT,punct,6,44,45,7,150,,
along,ADP,prep,6,46,51,8,150,,
with,ADP,prep,8,52,56,9,150,,
two,NUM,nummod,11,57,60,10,150,,
sons,NOUN,pobj,9,61,65,11,150,,
",",PUNCT,punct,11,66,67,12,150,,
David,PROPN,appos,11,68,73,13,150,150-1,PER
",",PUNCT,punct,13,74,75,14,150,,
of,ADP,prep,13,76,78,15,150,,
Tel,PROPN,compound,17,79,82,16,150,150-2,LOC
Aviv,PROPN,pobj,15,83,87,17,150,150-2,LOC
",",PUNCT,punct,13,88,89,18,150,,
and,CCONJ,cc,13,90,93,19,150,,
Jonathan,PROPN,conj,13,94,102,20,150,,
",",PUNCT,punct,20,103,104,21,150,,
of,ADP,prep,20,105,107,22,150,,
Jerusalem,PROPN,pobj,22,108,117,23,150,,
",",PUNCT,punct,20,118,119,24,150,,
and,CCONJ,cc,20,120,123,25,150,,
a,DET,det,27,124,125,26,150,,
daughter,NOUN,conj,20,126,134,27,150,,
",",PUNCT,punct,27,135,136,28,150,,
Ruth,PROPN,compound,30,137,141,29,150,,
Yehoshua,PROPN,appos,27,142,150,30,150,,
",",PUNCT,punct,27,151,152,31,150,,
also,ADV,advmod,33,153,157,32,150,,
of,ADP,prep,27,158,160,33,150,,
Tel,PROPN,compound,35,161,164,34,150,,
Aviv,PROPN,pobj,33,165,169,35,150,,
.,PUNCT,punct,1,170,171,36,150,,
Setting,VERB,advcl,17,0,7,0,151,,
aside,ADV,prt,0,8,13,1,151,,
Monica,PROPN,poss,5,14,20,2,151,,
's,PART,case,2,21,23,3,151,,
own,ADJ,amod,5,24,27,4,151,,
disregard,NOUN,dobj,0,28,37,5,151,,
for,ADP,prep,5,38,41,6,151,,
Clinton,PROPN,poss,9,42,49,7,151,,
's,PART,case,7,50,52,8,151,,
family,NOUN,pobj,6,53,59,9,151,,
",",PUNCT,punct,17,60,61,10,151,,
the,DET,det,12,62,65,11,151,,
threat,NOUN,nsubj,17,66,72,12,151,,
from,ADP,prep,12,73,77,13,151,,
an,DET,det,16,78,80,14,151,,
overzealous,ADJ,amod,16,81,92,15,151,,
prosecutor,NOUN,pobj,13,93,103,16,151,,
predates,VERB,ccomp,22,104,112,17,151,,
the,DET,det,20,113,116,18,151,,
Internet,NOUN,compound,20,117,125,19,151,151-1,LOC
age,NOUN,dobj,17,126,129,20,151,,
-LRB-,NOUN,punct,22,130,135,21,151,,
see,VERB,ROOT,22,136,139,22,151,,
:,PUNCT,punct,22,140,141,23,151,,
Hugo,PROPN,nsubj,22,142,146,24,151,,
",",PUNCT,punct,24,147,148,25,151,,
Victor,PROPN,conj,24,149,155,26,151,151-2,ORG
",",PUNCT,punct,24,156,157,27,151,,
Novelist,PROPN,appos,24,158,166,28,151,,
-RRB-,X,punct,22,167,172,29,151,,
.,PUNCT,punct,22,173,174,30,151,,
',PUNCT,punct,8,0,1,0,152,,
It,PRON,nsubj,2,2,4,1,152,,
's,AUX,ccomp,8,5,7,2,152,,
magic,NOUN,acomp,2,8,13,3,152,,
down,ADV,advmod,5,14,18,4,152,,
there,ADV,advmod,2,19,24,5,152,,
",",PUNCT,punct,8,25,26,6,152,,
'',PUNCT,punct,8,27,29,7,152,,
said,VERB,ROOT,8,30,34,8,152,,
Mr.,PROPN,compound,10,35,38,9,152,,
Marmo,PROPN,nsubj,8,39,44,10,152,,
",",PUNCT,punct,8,45,46,11,152,,
pausing,VERB,advcl,8,47,54,12,152,,
the,DET,det,15,55,58,13,152,,
other,ADJ,amod,15,59,64,14,152,,
afternoon,NOUN,dobj,12,65,74,15,152,,
beside,ADP,prep,12,75,81,16,152,,
a,DET,det,19,82,83,17,152,,
whirring,VERB,compound,19,84,92,18,152,,
projector,NOUN,pobj,16,93,102,19,152,,
in,ADP,prep,19,103,105,20,152,,
a,DET,det,23,106,107,21,152,,
darkened,VERB,amod,23,108,116,22,152,,
warren,NOUN,pobj,20,117,123,23,152,,
of,ADP,prep,23,124,126,24,152,,
booths,NOUN,pobj,24,127,133,25,152,,
arranged,VERB,acl,25,134,142,26,152,,
like,SCONJ,prep,26,143,147,27,152,,
gun,NOUN,compound,29,148,151,28,152,,
turrets,NOUN,pobj,27,152,159,29,152,,
above,ADP,prep,29,160,165,30,152,,
the,DET,det,33,166,169,31,152,,
14,NUM,nummod,33,170,172,32,152,,
auditoriums,NOUN,pobj,30,173,184,33,152,,
at,ADP,prep,33,185,187,34,152,,
the,DET,det,38,188,191,35,152,,
Loews,PROPN,compound,38,192,197,36,152,152-1,LOC
Theater,PROPN,compound,38,198,205,37,152,152-1,LOC
multiplex,NOUN,pobj,34,206,215,38,152,,
beside,ADP,prep,38,216,222,39,152,,
the,DET,det,42,223,226,40,152,,
Willowbrook,PROPN,compound,42,227,238,41,152,,
Mall,PROPN,pobj,39,239,243,42,152,,
in,ADP,prep,42,244,246,43,152,,
Wayne,PROPN,pobj,43,247,252,44,152,152-2,LOC
.,PUNCT,punct,8,253,254,45,152,,
`,PUNCT,punct,10,0,1,0,153,,
`,PUNCT,punct,3,1,2,1,153,,
Mean,PROPN,compound,3,3,7,2,153,,
Harp,PROPN,nsubj,10,8,12,3,153,,
",",PUNCT,punct,3,13,14,4,153,,
'',PUNCT,punct,3,15,17,5,153,,
by,ADP,prep,3,18,20,6,153,,
Carolyn,PROPN,compound,8,21,28,7,153,153-1,PER
Yarnell,PROPN,pobj,6,29,36,8,153,153-1,PER
",",PUNCT,punct,10,37,38,9,153,,
offered,VERB,ROOT,10,39,46,10,153,,
grim,ADJ,amod,12,47,51,11,153,,
counterpoint,NOUN,dobj,10,52,64,12,153,,
to,ADP,dative,10,65,67,13,153,,
Ms.,PROPN,compound,15,68,71,14,153,153-2,PER
Weir,PROPN,poss,17,72,76,15,153,153-2,PER
's,PART,case,15,77,79,16,153,,
fancies,NOUN,pobj,13,80,87,17,153,,
.,PUNCT,punct,10,88,89,18,153,,
Services,PROPN,ROOT,0,0,8,0,154,,
Wednesday,PROPN,npadvmod,0,9,18,1,154,,
",",PUNCT,punct,1,19,20,2,154,,
September,PROPN,intj,2,21,30,3,154,,
15,NUM,nummod,3,31,33,4,154,,
",",PUNCT,punct,3,34,35,5,154,,
12:30,NUM,nummod,7,36,41,6,154,,
PM,NOUN,appos,3,42,44,7,154,,
",",PUNCT,punct,0,45,46,8,154,,
at,ADP,prep,0,47,49,9,154,,
'',PUNCT,punct,9,50,52,10,154,,
The,DET,det,12,53,56,11,154,,
Riverside,PROPN,pobj,9,57,66,12,154,154-1,ORG
",",PUNCT,punct,0,67,68,13,154,,
'',PUNCT,punct,0,69,71,14,154,,
76th,PROPN,compound,16,72,76,15,154,,
Street,PROPN,appos,0,77,83,16,154,,
and,CCONJ,cc,16,84,87,17,154,,
Amsterdam,PROPN,compound,19,88,97,18,154,154-2,ORG
Avenue,PROPN,conj,16,98,104,19,154,,
.,PUNCT,punct,0,105,106,20,154,,
Mr.,PROPN,compound,1,0,3,0,155,,
Walker,PROPN,nsubj,8,4,10,1,155,,
and,CCONJ,cc,1,11,14,2,155,,
other,ADJ,amod,4,15,20,3,155,,
members,NOUN,conj,1,21,28,4,155,,
of,ADP,prep,4,29,31,5,155,,
the,DET,det,7,32,35,6,155,,
coalition,NOUN,pobj,5,36,45,7,155,,
met,VERB,ROOT,8,46,49,8,155,,
today,NOUN,npadvmod,8,50,55,9,155,,
with,ADP,prep,8,56,60,10,155,,
Donald,PROPN,compound,13,61,67,11,155,155-1,PER
L.,PROPN,compound,13,68,70,12,155,155-1,PER
Evans,PROPN,pobj,10,71,76,13,155,155-1,PER
",",PUNCT,punct,13,77,78,14,155,,
the,DET,det,17,79,82,15,155,,
commerce,NOUN,compound,17,83,91,16,155,,
secretary,NOUN,conj,13,92,101,17,155,,
",",PUNCT,punct,17,102,103,18,155,,
and,CCONJ,cc,17,104,107,19,155,,
Lawrence,PROPN,compound,22,108,116,20,155,155-2,PER
B.,PROPN,compound,22,117,119,21,155,155-2,PER
Lindsey,PROPN,conj,17,120,127,22,155,155-2,PER
",",PUNCT,punct,22,128,129,23,155,,
the,DET,det,28,130,133,24,155,,
White,PROPN,nmod,26,134,139,25,155,,
House,PROPN,nmod,28,140,145,26,155,,
economic,ADJ,amod,28,146,154,27,155,,
adviser,NOUN,appos,22,155,162,28,155,,
",",PUNCT,punct,22,163,164,29,155,,
before,ADP,prep,17,165,171,30,155,,
their,DET,poss,32,172,177,31,155,,
lunch,NOUN,pobj,30,178,183,32,155,,
with,ADP,prep,32,184,188,33,155,,
Mr.,PROPN,compound,35,189,192,34,155,,
Bush,PROPN,pobj,33,193,197,35,155,,
.,PUNCT,punct,8,198,199,36,155,,
Mitch,PROPN,compound,1,0,5,0,156,,
Henderson,PROPN,nsubj,5,6,15,1,156,,
of,ADP,prep,1,16,18,2,156,,
the,DET,det,4,19,22,3,156,,
Tigers,PROPN,pobj,2,23,29,4,156,156-1,LOC
missed,VERB,ROOT,5,30,36,5,156,,
a,DET,det,7,37,38,6,156,,
shot,NOUN,dobj,5,39,43,7,156,,
from,ADP,prep,7,44,48,8,156,,
inside,ADV,pcomp,8,49,55,9,156,,
",",PUNCT,punct,5,56,57,10,156,,
but,CCONJ,cc,5,58,61,11,156,,
Doyal,PROPN,nsubj,14,62,67,12,156,156-2,PER
then,ADV,advmod,14,68,72,13,156,,
made,VERB,conj,5,73,77,14,156,,
a,DET,det,16,78,79,15,156,,
steal,NOUN,dobj,14,80,85,16,156,,
that,DET,nsubj,18,86,90,17,156,,
led,VERB,relcl,16,91,94,18,156,,
to,ADP,prep,18,95,97,19,156,,
Johnson,PROPN,poss,22,98,105,20,156,,
's,PART,case,20,106,108,21,156,,
score,NOUN,pobj,19,109,114,22,156,,
and,CCONJ,cc,22,115,118,23,156,,
a,DET,det,28,119,120,24,156,,
41,NUM,nummod,28,121,123,25,156,,
-,SYM,punct,27,123,124,26,156,,
41,NUM,prep,25,124,126,27,156,,
tie,NOUN,conj,22,127,130,28,156,,
.,PUNCT,punct,14,131,132,29,156,,
On,ADP,prep,12,0,2,0,157,,
the,DET,det,2,3,6,1,157,,
coasts,NOUN,pobj,0,7,13,2,157,,
",",PUNCT,punct,12,14,15,3,157,,
the,DET,det,5,16,19,4,157,,
victors,NOUN,nsubj,12,20,27,5,157,,
Chuck,PROPN,compound,7,28,33,6,157,,
Schumer,PROPN,appos,5,34,41,7,157,,
and,CCONJ,cc,7,42,45,8,157,,
Gray,PROPN,compound,10,46,50,9,157,157-1,PER
Davis,PROPN,conj,7,51,56,10,157,157-1,PER
successfully,ADV,advmod,12,57,69,11,157,,
impaled,VERB,ROOT,12,70,77,12,157,,
Al,PROPN,compound,14,78,80,13,157,157-2,PER
D'Amato,PROPN,dobj,12,81,88,14,157,157-2,PER
and,CCONJ,cc,14,89,92,15,157,,
Dan,PROPN,compound,17,93,96,16,157,,
Lungren,PROPN,conj,14,97,104,17,157,,
on,ADP,prep,12,105,107,18,157,,
their,DET,poss,20,108,113,19,157,,
efforts,NOUN,pobj,18,114,121,20,157,,
to,PART,aux,22,122,124,21,157,,
reverse,VERB,acl,20,125,132,22,157,,
Roe,PROPN,dobj,22,133,136,23,157,,
v.,CCONJ,prep,23,137,139,24,157,,
Wade,PROPN,conj,23,140,144,25,157,,
.,PUNCT,punct,12,145,146,26,157,,
Bruce,PROPN,compound,1,0,5,0,158,,
Braine,PROPN,nsubj,17,6,12,1,158,,
",",PUNCT,punct,1,13,14,2,158,,
vice,NOUN,compound,4,15,19,3,158,,
president,NOUN,appos,1,20,29,4,158,,
for,ADP,prep,4,30,33,5,158,,
strategic,ADJ,amod,8,34,43,6,158,,
policy,NOUN,compound,8,44,50,7,158,,
analysis,NOUN,pobj,5,51,59,8,158,,
at,ADP,prep,4,60,62,9,158,,
A.E.P.,PROPN,pobj,9,63,69,10,158,158-1,ORG
and,CCONJ,cc,4,70,73,11,158,,
a,DET,det,15,74,75,12,158,,
CCX,PROPN,compound,14,76,79,13,158,158-2,MISC
board,NOUN,compound,15,80,85,14,158,,
member,NOUN,conj,4,86,92,15,158,,
",",PUNCT,punct,1,93,94,16,158,,
told,VERB,ROOT,17,95,99,17,158,,
me,PRON,dobj,17,100,102,18,158,,
that,SCONJ,mark,26,103,107,19,158,,
'',PUNCT,punct,26,108,110,20,158,,
the,DET,det,22,111,114,21,158,,
question,NOUN,nsubj,26,115,123,22,158,,
of,ADP,prep,22,124,126,23,158,,
establishing,VERB,pcomp,23,127,139,24,158,,
baselines,NOUN,dobj,24,140,149,25,158,,
is,AUX,ccomp,17,150,152,26,158,,
always,ADV,advmod,26,153,159,27,158,,
difficult,ADJ,acomp,26,160,169,28,158,,
.,PUNCT,punct,17,170,171,29,158,,
With,ADP,prep,33,0,4,0,159,,
the,DET,det,2,5,8,1,159,,
rise,NOUN,pobj,0,9,13,2,159,,
to,ADP,prep,2,14,16,3,159,,
power,NOUN,pobj,3,17,22,4,159,,
in,ADP,prep,2,23,25,5,159,,
Israel,PROPN,pobj,5,26,32,6,159,159-2,LOC
in,ADP,prep,2,33,35,7,159,,
1977,NUM,pobj,7,36,40,8,159,,
of,ADP,prep,8,41,43,9,159,,
the,DET,det,13,44,47,10,159,,
conservative,ADJ,amod,13,48,60,11,159,,
Likud,PROPN,compound,13,61,66,12,159,,
party,NOUN,pobj,9,67,72,13,159,,
",",PUNCT,punct,13,73,74,14,159,,
which,DET,nsubj,17,75,80,15,159,,
has,AUX,aux,17,81,84,16,159,,
held,VERB,relcl,13,85,89,17,159,,
that,SCONJ,mark,24,90,94,18,159,,
the,DET,det,20,95,98,19,159,,
land,NOUN,nsubj,24,99,103,20,159,,
taken,VERB,acl,20,104,109,21,159,,
from,ADP,prep,21,110,114,22,159,,
Jordan,PROPN,pobj,22,115,121,23,159,159-1,LOC
was,AUX,ccomp,17,122,125,24,159,,
historically,ADV,advmod,24,126,138,25,159,,
part,NOUN,attr,24,139,143,26,159,,
of,ADP,prep,26,144,146,27,159,,
Israel,PROPN,pobj,27,147,153,28,159,,
",",PUNCT,punct,33,154,155,29,159,,
settlement,NOUN,compound,31,156,166,30,159,,
activity,NOUN,nsubj,33,167,175,31,159,,
has,AUX,aux,33,176,179,32,159,,
risen,VERB,ROOT,33,180,185,33,159,,
significantly,ADV,advmod,33,186,199,34,159,,
.,PUNCT,punct,33,200,201,35,159,,
The,DET,det,1,0,3,0,160,,
N.C.A.A.,PROPN,nsubj,2,4,12,1,160,160-1,ORG
said,VERB,ROOT,2,13,17,2,160,,
it,PRON,nsubj,5,18,20,3,160,,
seriously,ADV,advmod,5,21,30,4,160,,
considered,VERB,ccomp,2,31,41,5,160,,
shutting,VERB,xcomp,5,42,50,6,160,,
down,ADP,prt,6,51,55,7,160,,
the,DET,det,11,56,59,8,160,,
Kansas,PROPN,compound,11,60,66,9,160,160-2,LOC
basketball,NOUN,compound,11,67,77,10,160,,
program,NOUN,dobj,6,78,85,11,160,,
for,ADP,prep,6,86,89,12,160,,
an,DET,det,15,90,92,13,160,,
entire,ADJ,amod,15,93,99,14,160,,
year,NOUN,pobj,12,100,104,15,160,,
.,PUNCT,punct,2,105,106,16,160,,
F.T.C.,PROPN,nsubj,1,0,6,0,161,,
Clears,PROPN,compound,2,7,13,1,161,,
Acquisition,PROPN,ROOT,2,14,25,2,161,,
Of,ADP,prep,2,26,28,3,161,,
Compaq,PROPN,pobj,3,29,35,4,161,,
by,ADP,prep,2,36,38,5,161,,
Hewlett,PROPN,pobj,5,39,46,6,161,,
The,DET,det,10,47,50,7,161,,
Federal,PROPN,compound,10,51,58,8,161,161-1,ORG
Trade,PROPN,compound,10,59,64,9,161,161-1,ORG
Commission,PROPN,nsubj,12,65,75,10,161,161-1,ORG
unanimously,ADV,advmod,12,76,87,11,161,,
approved,VERB,ROOT,12,88,96,12,161,,
Hewlett,PROPN,compound,15,97,104,13,161,161-2,ORG
-,PUNCT,punct,15,104,105,14,161,161-2,ORG
Packard,PROPN,poss,17,105,112,15,161,161-2,ORG
's,PART,case,15,113,115,16,161,,
deal,NOUN,dobj,12,116,120,17,161,,
to,PART,aux,19,121,123,18,161,,
acquire,VERB,acl,17,124,131,19,161,,
Compaq,PROPN,compound,21,132,138,20,161,,
Computer,PROPN,dobj,19,139,147,21,161,,
.,PUNCT,punct,12,148,149,22,161,,
On,ADP,prep,14,0,2,0,162,,
March,PROPN,pobj,0,3,8,1,162,,
28,NUM,nummod,1,9,11,2,162,,
",",PUNCT,punct,9,12,13,3,162,,
associates,NOUN,nsubj,9,14,24,4,162,,
of,ADP,prep,4,25,27,5,162,,
the,DET,det,8,28,31,6,162,,
Prime,PROPN,compound,8,32,37,7,162,,
Minister,PROPN,pobj,5,38,46,8,162,,
said,VERB,parataxis,14,47,51,9,162,,
",",PUNCT,punct,9,52,53,10,162,,
the,DET,det,12,54,57,11,162,,
party,NOUN,nsubj,14,58,63,12,162,,
will,VERB,aux,14,64,68,13,162,,
gather,VERB,ROOT,14,69,75,14,162,,
to,PART,aux,16,76,78,15,162,,
chose,VERB,xcomp,14,79,84,16,162,,
a,DET,det,18,85,86,17,162,,
successor,NOUN,dobj,16,87,96,18,162,,
",",PUNCT,punct,16,97,98,19,162,,
with,ADP,prep,16,99,103,20,162,,
the,DET,det,24,104,107,21,162,,
most,ADV,advmod,23,108,112,22,162,,
likely,ADJ,amod,24,113,119,23,162,,
candidates,NOUN,nsubj,25,120,130,24,162,,
being,AUX,pcomp,20,131,136,25,162,,
P.,PROPN,compound,28,137,139,26,162,,
J.,PROPN,compound,28,140,142,27,162,,
Patterson,PROPN,attr,25,143,152,28,162,,
",",PUNCT,punct,28,153,154,29,162,,
a,DET,det,34,155,156,30,162,,
former,ADJ,amod,34,157,163,31,162,,
Deputy,PROPN,compound,34,164,170,32,162,,
Prime,PROPN,compound,34,171,176,33,162,,
Minister,PROPN,appos,28,177,185,34,162,,
",",PUNCT,punct,28,186,187,35,162,,
and,CCONJ,cc,28,188,191,36,162,,
Portia,PROPN,compound,38,192,198,37,162,162-1,PER
Simpson,PROPN,conj,28,199,206,38,162,162-1,PER
",",PUNCT,punct,38,207,208,39,162,,
Minister,PROPN,appos,38,209,217,40,162,,
of,ADP,prep,40,218,220,41,162,,
Labor,PROPN,pobj,41,221,226,42,162,162-2,MISC
",",PUNCT,punct,42,227,228,43,162,,
Welfare,PROPN,conj,42,229,236,44,162,,
and,CCONJ,cc,44,237,240,45,162,,
Sports,PROPN,conj,44,241,247,46,162,,
.,PUNCT,punct,14,248,249,47,162,,
Son,PROPN,ROOT,0,0,3,0,163,,
of,ADP,prep,0,4,6,1,163,,
the,DET,det,4,7,10,2,163,,
late,ADJ,amod,4,11,15,3,163,,
Saul,PROPN,pobj,1,16,20,4,163,163-1,MISC
and,CCONJ,cc,4,21,24,5,163,,
Sharlye,PROPN,compound,7,25,32,6,163,163-2,PER
Herzfeld,PROPN,conj,4,33,41,7,163,163-2,PER
.,PUNCT,punct,0,42,43,8,163,,
But,CCONJ,cc,5,0,3,0,164,,
until,ADP,mark,5,4,9,1,164,,
a,DET,det,4,10,11,2,164,,
magic,ADJ,amod,4,12,17,3,164,,
number,NOUN,nsubj,5,18,24,4,164,,
is,AUX,ccomp,13,25,27,5,164,,
down,ADV,advmod,5,28,32,6,164,,
to,ADP,prep,6,33,35,7,164,,
a,DET,det,10,36,37,8,164,,
single,ADJ,amod,10,38,44,9,164,,
digit,NOUN,pobj,7,45,50,10,164,,
",",PUNCT,punct,13,51,52,11,164,,
there,PRON,expl,13,53,58,12,164,,
's,AUX,ROOT,13,59,61,13,164,,
no,DET,det,15,62,64,14,164,,
magic,NOUN,attr,13,65,70,15,164,,
in,ADP,prep,15,71,73,16,164,,
it,PRON,pobj,16,74,76,17,164,,
",",PUNCT,punct,13,77,78,18,164,,
meaning,VERB,advcl,13,79,86,19,164,,
the,DET,det,21,87,90,20,164,,
number,NOUN,dobj,19,91,97,21,164,,
of,ADP,prep,21,98,100,22,164,,
Yankee,PROPN,compound,24,101,107,23,164,,
victories,NOUN,pobj,22,108,117,24,164,,
and,CCONJ,cc,24,118,121,25,164,,
Oriole,PROPN,nmod,30,122,128,26,164,,
or,CCONJ,cc,26,129,131,27,164,,
Red,PROPN,compound,29,132,135,28,164,164-1,PER
Sox,PROPN,conj,26,136,139,29,164,164-1,PER
losses,NOUN,conj,24,140,146,30,164,,
that,DET,nsubj,33,147,151,31,164,,
would,VERB,aux,33,152,157,32,164,,
assure,VERB,relcl,30,158,164,33,164,,
the,DET,det,37,165,168,34,164,,
Yanks,PROPN,nmod,37,169,174,35,164,164-2,PER
first,ADJ,amod,37,175,180,36,164,,
place,NOUN,dobj,33,181,186,37,164,,
in,ADP,prep,37,187,189,38,164,,
the,DET,det,42,190,193,39,164,,
American,PROPN,compound,41,194,202,40,164,,
League,PROPN,compound,42,203,209,41,164,,
East,PROPN,pobj,38,210,214,42,164,,
.,PUNCT,punct,13,215,216,43,164,,
A,DET,det,2,0,1,0,165,,
major,ADJ,amod,2,2,7,1,165,,
factor,NOUN,nsubj,9,8,14,2,165,,
in,ADP,prep,2,15,17,3,165,,
pushing,VERB,pcomp,3,18,25,4,165,,
the,DET,det,7,26,29,5,165,,
Whitewater,PROPN,compound,7,30,40,6,165,,
story,NOUN,dobj,4,41,46,7,165,,
has,AUX,aux,9,47,50,8,165,,
been,AUX,ROOT,9,51,55,9,165,,
Jim,PROPN,compound,11,56,59,10,165,,
Leach,PROPN,attr,9,60,65,11,165,,
",",PUNCT,punct,11,66,67,12,165,,
the,DET,det,16,68,71,13,165,,
Iowa,PROPN,compound,16,72,76,14,165,165-1,LOC
Republican,PROPN,compound,16,77,87,15,165,165-2,MISC
Congressman,PROPN,appos,11,88,99,16,165,,
.,PUNCT,punct,9,100,101,17,165,,
Paula,PROPN,compound,1,0,5,0,166,,
Marcus,PROPN,ROOT,1,6,12,1,166,,
",",PUNCT,punct,1,13,14,2,166,,
M.D.,PROPN,compound,5,15,19,3,166,166-1,LOC
New,PROPN,compound,5,20,23,4,166,166-1,LOC
Rochelle,PROPN,appos,1,24,32,5,166,166-1,LOC
",",PUNCT,punct,5,33,34,6,166,,
N.Y.,PROPN,intj,6,35,39,7,166,166-2,LOC
'',PUNCT,punct,4,0,2,0,167,,
Our,DET,poss,2,3,6,1,167,,
factory,NOUN,nsubj,4,7,14,2,167,,
is,AUX,aux,4,15,17,3,167,,
doing,VERB,ccomp,20,18,23,4,167,,
O.K.,PROPN,dobj,4,24,28,5,167,,
now,ADV,advmod,4,29,32,6,167,,
",",PUNCT,punct,4,33,34,7,167,,
but,CCONJ,cc,4,35,38,8,167,,
things,NOUN,nsubj,11,39,45,9,167,,
will,VERB,aux,11,46,50,10,167,,
get,AUX,conj,4,51,54,11,167,,
worse,ADJ,acomp,11,55,60,12,167,,
as,SCONJ,mark,16,61,63,13,167,,
the,DET,det,15,64,67,14,167,,
weather,NOUN,nsubj,16,68,75,15,167,,
heats,VERB,advcl,11,76,81,16,167,,
up,ADP,prt,16,82,84,17,167,,
",",PUNCT,punct,20,85,86,18,167,,
'',PUNCT,punct,20,87,89,19,167,,
said,VERB,ROOT,20,90,94,20,167,,
Chen,PROPN,compound,22,95,99,21,167,,
Pintang,PROPN,nsubj,20,100,107,22,167,,
",",PUNCT,punct,22,108,109,23,167,,
general,ADJ,amod,25,110,117,24,167,,
manager,NOUN,appos,22,118,125,25,167,,
of,ADP,prep,25,126,128,26,167,,
the,DET,det,31,129,132,27,167,,
Shixing,PROPN,compound,31,133,140,28,167,167-1,ORG
Electronic,PROPN,compound,30,141,151,29,167,167-1,ORG
Components,PROPN,compound,31,152,162,30,167,167-1,ORG
Factory,PROPN,pobj,26,163,170,31,167,167-1,ORG
in,ADP,prep,31,171,173,32,167,,
Hangzhou,PROPN,pobj,32,174,182,33,167,,
",",PUNCT,punct,22,183,184,34,167,,
capital,NOUN,appos,22,185,192,35,167,,
of,ADP,prep,35,193,195,36,167,,
Zhejiang,PROPN,pobj,36,196,204,37,167,167-2,LOC
in,ADP,prep,35,205,207,38,167,,
eastern,ADJ,amod,40,208,215,39,167,,
China,PROPN,pobj,38,216,221,40,167,,
.,PUNCT,punct,20,222,223,41,167,,
Ed,PROPN,compound,1,0,2,0,168,168-1,PER
Merrin,PROPN,nsubj,2,3,9,1,168,168-1,PER
was,AUX,ROOT,2,10,13,2,168,,
not,PART,neg,2,14,17,3,168,,
among,ADP,prep,2,18,23,4,168,,
the,DET,det,6,24,27,5,168,,
swashbucklers,NOUN,pobj,4,28,41,6,168,,
",",PUNCT,punct,2,42,43,7,168,,
but,CCONJ,cc,2,44,47,8,168,,
according,VERB,prep,29,48,57,9,168,,
to,ADP,prep,9,58,60,10,168,,
Ian,PROPN,compound,12,61,64,11,168,168-2,PER
Graham,PROPN,pobj,10,65,71,12,168,168-2,PER
",",PUNCT,punct,12,72,73,13,168,,
an,DET,det,15,74,76,14,168,,
archeologist,NOUN,appos,12,77,89,15,168,,
and,CCONJ,cc,15,90,93,16,168,,
Mayan,ADJ,compound,18,94,99,17,168,,
expert,NOUN,conj,15,100,106,18,168,,
at,ADP,prep,15,107,109,19,168,,
Harvard,PROPN,poss,23,110,117,20,168,,
's,PART,case,20,118,120,21,168,,
Peabody,PROPN,compound,23,121,128,22,168,,
Museum,PROPN,pobj,19,129,135,23,168,,
",",PUNCT,punct,29,136,137,24,168,,
'',PUNCT,punct,29,138,140,25,168,,
he,PRON,nsubjpass,29,141,143,26,168,,
's,AUX,auxpass,29,144,146,27,168,,
certainly,ADV,advmod,29,147,156,28,168,,
handled,VERB,conj,2,157,164,29,168,,
masterpieces,NOUN,dobj,29,165,177,30,168,,
that,DET,nsubjpass,36,178,182,31,168,,
should,VERB,aux,36,183,189,32,168,,
never,ADV,neg,36,190,195,33,168,,
have,AUX,aux,36,196,200,34,168,,
